product_id,category_name,weight_grams,photos_count,length_cm,height_cm,width_cm,total_orders,total_units_sold,total_revenue,avg_selling_price,first_sold_at,last_sold_at,revenue_rank,abc_category
7416f209ecc901d8c6c64377f12cd1d5,moveis_cozinha_area_de_servico_jantar_e_jardim,8200,5,65,10,50,2,2,318.0,159.0,2018-06-29 07:51:46,2018-08-03 11:44:49,8225,A - Top Performers
d2c26c86faaf287263610735e07f1b3d,beleza_saude,400,1,30,12,16,3,3,318.0,106.0,2018-04-06 20:23:43,2018-05-07 09:15:27,8225,A - Top Performers
2b4ad41f87f5ca9daba350c8f886b729,moveis_decoracao,5500,3,70,7,50,2,2,318.0,159.0,2017-02-01 15:47:22,2017-02-04 07:58:07,8225,A - Top Performers
83fc9abe24667777b997571da7b6052a,relogios_presentes,350,1,16,13,11,2,2,318.0,159.0,2018-05-11 19:35:27,2018-06-09 17:25:14,8225,A - Top Performers
0dd71bad88beb4fe0f85284f5b06e028,automotivo,2000,6,30,25,30,2,2,318.0,159.0,2018-04-03 17:58:15,2018-04-21 18:42:03,8225,A - Top Performers
9c522bd0c17e3f233d657b8faec798b6,automotivo,2050,6,30,25,30,2,2,318.0,159.0,2017-11-16 20:52:38,2018-08-09 16:45:45,8225,A - Top Performers
82f02f778dae4ea65e408d9086b013ec,papelaria,2300,5,26,25,47,1,1,317.99,317.99,2018-01-15 17:26:49,2018-01-15 17:26:49,8236,A - Top Performers
353453049f39e1273c7e57d80bd4d55b,consoles_games,183,4,20,8,16,2,2,317.98,158.99,2017-08-18 12:27:22,2017-10-06 18:44:45,8237,A - Top Performers
0135900191d4383219257d6fde585ccf,pet_shop,14475,1,70,28,48,1,3,317.98,158.99,2018-07-11 16:45:59,2018-07-11 16:45:59,8237,A - Top Performers
01ef0716b68c8493434ad32430c24e18,cama_mesa_banho,1250,2,16,10,16,5,7,317.95,63.589999999999996,2017-07-09 15:17:43,2018-04-26 17:57:17,8239,A - Top Performers
6f657bbc44514ab511c65b891301208d,utilidades_domesticas,1250,1,22,36,22,4,4,317.9,79.475,2017-03-05 12:57:38,2018-07-19 09:52:36,8240,A - Top Performers
9ae313787aac6da72ff95077f3465ea7,industria_comercio_e_negocios,6600,1,40,20,40,1,1,317.9,317.9,2018-02-19 15:37:39,2018-02-19 15:37:39,8240,A - Top Performers
1d9311c8ab3fedab5eb4df1277b84bfe,construcao_ferramentas_construcao,1550,1,54,10,11,1,3,317.9,158.95,2017-11-18 16:05:19,2017-11-18 16:05:19,8240,A - Top Performers
951375c9c10ed889b35034522e5a334e,casa_construcao,750,1,40,17,15,3,3,317.70000000000005,105.90000000000002,2018-04-13 17:26:09,2018-04-29 18:43:21,8243,A - Top Performers
37095a57db396667492dcd7e10f5b792,ferramentas_jardim,850,2,16,10,11,2,2,317.34,158.67,2018-03-28 13:22:47,2018-04-20 08:40:59,8244,A - Top Performers
2ad7e937566ede4b158f9b06656b69ef,esporte_lazer,3350,5,50,39,12,1,1,317.0,317.0,2018-06-18 08:37:00,2018-06-18 08:37:00,8245,A - Top Performers
3fda5d7d8639fc5c850231af6fb34b36,esporte_lazer,3100,5,50,39,12,1,1,317.0,317.0,2018-05-15 21:10:13,2018-05-15 21:10:13,8245,A - Top Performers
0e1cd2215a878ad18b2c0b482330a9aa,beleza_saude,250,2,19,8,14,2,2,317.0,158.5,2017-08-29 14:18:35,2017-09-29 18:39:14,8245,A - Top Performers
b912235c9a11d06ac8d3f97b2538aee2,bebes,14200,1,60,33,43,1,1,316.83,316.83,2018-05-31 14:14:16,2018-05-31 14:14:16,8248,A - Top Performers
7762d533895097b6e2f2b64ef66b2ec9,utilidades_domesticas,7300,1,50,25,50,2,2,316.8,158.4,2017-04-05 15:15:05,2017-08-13 21:11:28,8249,A - Top Performers
a55b43b743437ab4a7ffcfc47d2927c7,beleza_saude,1583,1,22,15,14,3,5,316.70000000000005,79.17500000000001,2017-11-10 20:15:35,2018-06-21 12:07:18,8250,A - Top Performers
6e415cdc78febbdbe465df65d52dbc19,bebes,450,3,25,16,29,6,6,316.5,52.75,2018-06-18 09:53:52,2018-08-13 22:22:03,8251,A - Top Performers
ddcb7473fdc5368c019e3ef6fbde816b,automotivo,2950,1,41,19,41,6,6,316.5,52.75,2018-04-09 13:16:46,2018-06-11 15:05:05,8251,A - Top Performers
1272db6c9d16e3c3b9878c3462a0f369,malas_acessorios,450,3,28,19,29,2,2,316.26,158.13,2017-07-06 11:05:31,2017-09-02 23:16:33,8253,A - Top Performers
2233b59e8cf2817f9659e52cce3093de,casa_construcao,9350,3,20,20,20,1,1,316.05,316.05,2018-06-11 14:59:24,2018-06-11 14:59:24,8254,A - Top Performers
863c8ced004542495e1025bb14124580,papelaria,1450,2,25,55,37,4,4,316.0,79.0,2017-09-15 00:46:01,2018-01-19 13:54:38,8255,A - Top Performers
aeecb1d0e5d4d5ccc3fcfe6fe91103b6,telefonia_fixa,2100,5,30,30,20,2,2,316.0,158.0,2017-08-18 21:05:22,2017-08-26 19:13:14,8255,A - Top Performers
21dda9c8f188955446cf905038acd22a,ferramentas_jardim,5850,1,59,23,29,2,2,316.0,158.0,2018-03-26 18:18:42,2018-03-27 22:19:36,8255,A - Top Performers
d45f43af9b205b51568f78314d3057a6,esporte_lazer,3050,3,20,20,20,4,4,316.0,79.0,2018-07-05 17:46:19,2018-08-01 19:32:34,8255,A - Top Performers
e95703a89b7e347a78ac894708191b36,moveis_decoracao,3100,1,30,30,30,2,7,316.0,79.0,2018-02-19 13:38:51,2018-03-01 14:58:33,8255,A - Top Performers
dac2eb7c1ddae28171b16e13c80a9730,consoles_games,580,4,20,9,19,4,5,316.0,79.0,2017-05-03 13:08:06,2017-08-20 20:29:08,8255,A - Top Performers
b8dabeb598db5ace52983a669b90238e,utilidades_domesticas,4850,1,30,30,30,4,6,315.98,78.995,2017-04-29 08:13:13,2018-06-06 17:30:59,8261,A - Top Performers
cca8e09ba6f2d35e44f05b3c936d644e,consoles_games,150,1,20,3,18,3,3,315.96999999999997,105.32333333333332,2017-09-05 22:29:57,2018-01-25 21:49:14,8262,A - Top Performers
2f045a2d0457b68c32cf190eb0f4429f,relogios_presentes,120,3,16,11,11,1,1,315.9,315.9,2018-07-20 23:16:18,2018-07-20 23:16:18,8263,A - Top Performers
adf591c625cb265c12bc6749d3a2f757,beleza_saude,150,6,20,24,33,10,10,315.8,31.580000000000002,2018-04-11 14:50:06,2018-08-09 21:55:15,8264,A - Top Performers
ad6cb6097e3d27661b789a84ec7cc9aa,fashion_calcados,1700,5,36,37,16,2,2,315.8,157.9,2017-09-16 12:08:34,2018-04-01 14:44:33,8264,A - Top Performers
fb7eda79f009c621d394406fc3c28d5c,fashion_calcados,3000,5,36,37,16,2,2,315.8,157.9,2017-07-07 20:25:16,2018-04-07 11:40:35,8264,A - Top Performers
fa0125a234fa85a755371fa0ea37361a,utilidades_domesticas,800,1,17,28,11,2,4,315.70000000000005,105.23333333333335,2017-02-19 01:15:03,2017-05-31 11:38:44,8267,A - Top Performers
dce24381876a1d59ccc9d00d3dbade56,ferramentas_jardim,3550,5,100,20,30,4,5,315.6,78.9,2018-04-04 14:22:03,2018-05-22 13:29:30,8268,A - Top Performers
b5f15ee3cd14a7ad279b7f07aa6c8aa3,beleza_saude,4550,1,30,10,17,1,1,315.6,315.6,2017-11-30 10:59:46,2017-11-30 10:59:46,8268,A - Top Performers
daa528ea6aa4a90c32c4a2ce98ee3a9e,casa_construcao,800,7,16,27,16,4,5,315.6,78.9,2018-03-26 09:23:55,2018-07-16 16:24:16,8268,A - Top Performers
e95fb3a80ca294f39de925b6428f3a32,cama_mesa_banho,1300,1,33,9,38,3,19,315.6,78.9,2017-10-17 13:06:29,2018-02-26 11:19:59,8268,A - Top Performers
5facbcb58026ecb23eab5777adf310fa,moveis_decoracao,2150,1,35,25,35,1,1,315.39,315.39,2018-05-06 15:08:03,2018-05-06 15:08:03,8272,A - Top Performers
4f017feb2973d563da787c6ac3073b44,esporte_lazer,2600,4,16,50,16,2,2,315.3,157.65,2017-12-28 12:31:00,2018-01-05 20:50:14,8273,A - Top Performers
6971a132d48181b7060704b73f3bfed5,cama_mesa_banho,1650,1,36,14,42,3,3,315.0,105.0,2017-04-08 14:43:24,2018-03-12 11:56:31,8274,A - Top Performers
8323a7adeb57da21acea7e83563bed90,fraldas_higiene,250,1,20,20,20,8,8,315.0,39.375,2018-04-06 11:26:54,2018-08-10 12:05:07,8274,A - Top Performers
5ffeff2ac45b628674ce03e75ce4d6e3,construcao_ferramentas_iluminacao,650,1,19,9,15,1,1,315.0,315.0,2018-04-11 15:33:25,2018-04-11 15:33:25,8274,A - Top Performers
1234e5d27a954d308ea9c87d8106a8df,automotivo,11450,3,61,25,45,1,1,315.0,315.0,2018-01-06 17:47:29,2018-01-06 17:47:29,8274,A - Top Performers
aba0932cedf32b2a7b6b832f11769613,beleza_saude,2000,1,30,12,16,1,1,315.0,315.0,2017-08-29 20:50:49,2017-08-29 20:50:49,8274,A - Top Performers
65194d9ad03e8206e3a9848f405942f1,industria_comercio_e_negocios,4850,1,40,25,30,1,1,315.0,315.0,2018-04-25 15:48:51,2018-04-25 15:48:51,8274,A - Top Performers
7148a8f67a1564b5a6c5944398357e18,papelaria,800,3,23,7,16,7,7,315.0,45.0,2018-05-05 20:31:04,2018-08-07 22:19:51,8274,A - Top Performers
016cae136d358dcdacbd7ac9f1864c09,esporte_lazer,300,2,30,5,20,5,5,315.0,63.0,2017-11-16 12:35:02,2018-07-27 20:36:45,8274,A - Top Performers
648b8a8c89e77c27e1e894e857667f6c,beleza_saude,225,2,18,11,13,2,2,315.0,157.5,2018-02-08 18:36:58,2018-02-14 15:22:03,8274,A - Top Performers
b7f0f972e1acd83e63a4bd8298c2cb48,automotivo,550,2,25,25,25,2,2,314.99,157.495,2018-01-19 12:10:52,2018-07-19 20:37:53,8283,A - Top Performers
29a27ff4b74b635465ad0131db56d8c9,informatica_acessorios,775,1,24,12,28,1,1,314.91,314.91,2018-03-15 22:35:02,2018-03-15 22:35:02,8284,A - Top Performers
5d91ebba17efcefccb56680d45aae16b,automotivo,2200,1,16,16,16,1,1,314.9,314.9,2018-07-24 11:46:04,2018-07-24 11:46:04,8285,A - Top Performers
7f61bd19ec09e7fe8a9fa226b516e6cd,telefonia_fixa,850,1,43,30,33,1,1,314.9,314.9,2017-08-02 12:48:03,2017-08-02 12:48:03,8285,A - Top Performers
090ab1523d3fe5832c09a55b7195e32b,telefonia,117,2,18,6,12,14,16,314.85,20.990000000000002,2017-03-28 18:37:40,2017-06-02 09:17:03,8287,A - Top Performers
365cdbd29e4a18a4e258fc40c6fc746c,utilidades_domesticas,7700,1,35,41,43,4,4,314.84,78.71,2018-07-08 15:46:48,2018-08-11 19:12:19,8288,A - Top Performers
199a6bb74fd406310616fda54aa93a80,alimentos,800,2,20,20,20,2,2,314.82,157.41,2018-08-12 09:56:51,2018-08-23 21:18:01,8289,A - Top Performers
3c46d3f68a377931cdadfd72c6158643,tablets_impressao_imagem,450,7,25,5,20,2,4,314.8,104.93333333333334,2017-08-29 00:01:27,2018-03-18 11:59:21,8290,A - Top Performers
0f96cb6fd0ba832f2d7a21d13b251526,informatica_acessorios,2200,1,18,25,18,3,3,314.70000000000005,104.90000000000002,2017-07-13 13:53:47,2018-03-08 16:07:39,8291,A - Top Performers
201842e46ecc7b96047e78835d973548,consoles_games,500,3,20,30,20,3,3,314.70000000000005,104.90000000000002,2017-12-01 14:18:33,2018-01-07 12:25:08,8291,A - Top Performers
09b2a4f1ce3561a6562ffdccc0ca7c18,ferramentas_jardim,1150,3,25,20,25,3,5,314.6,78.65,2018-02-01 21:50:26,2018-06-08 18:01:14,8293,A - Top Performers
6d53aac0a317895a3d25dd19d821ec0c,moveis_decoracao,400,4,50,3,25,5,8,314.4,52.4,2017-11-23 17:40:25,2018-02-21 23:27:17,8294,A - Top Performers
3373d1ed7bf5f3187f110c0e9e40a02b,,200,,25,5,15,8,8,314.2,39.275,2017-07-17 21:43:56,2017-10-19 03:08:03,8295,A - Top Performers
6ae7f4ef0ca670ca2609d039af87d057,perfumaria,200,1,20,15,15,6,20,314.1,31.410000000000004,2017-01-25 22:04:39,2017-04-17 06:41:44,8296,A - Top Performers
16cb37c8d7713ae295b4c1a92a3f338c,perfumaria,213,1,16,12,11,9,9,314.09999999999997,34.9,2018-01-26 16:15:02,2018-03-10 10:10:19,8297,A - Top Performers
d41fdddc347b82c2904b477df7fcea9e,moveis_decoracao,14000,1,45,45,50,2,2,313.98,156.99,2017-10-18 20:52:43,2018-01-17 14:35:51,8298,A - Top Performers
c37123a4ab536f2b55e1164f5759318a,cool_stuff,150,4,17,8,17,2,2,313.98,156.99,2018-03-20 11:38:41,2018-05-18 15:58:03,8298,A - Top Performers
a4f599bc20c26f1845518f370c437896,ferramentas_jardim,500,2,32,4,12,2,2,313.83000000000004,156.91500000000002,2018-05-16 13:06:09,2018-08-09 20:37:04,8300,A - Top Performers
595b8278e4e5c52c86a4da3812b70081,cama_mesa_banho,2450,1,16,2,11,1,3,313.8,156.9,2018-08-06 11:28:05,2018-08-06 11:28:05,8301,A - Top Performers
d902ca64b614964dc31d6b0372e800ac,moveis_decoracao,750,2,100,5,20,5,7,313.79999999999995,52.29999999999999,2017-02-07 12:46:44,2018-01-13 21:13:35,8302,A - Top Performers
16ec3cff48acf77c13de21217bcc8af0,cool_stuff,3463,5,59,27,32,2,2,313.70000000000005,156.85000000000002,2018-01-13 10:05:13,2018-01-19 11:57:08,8303,A - Top Performers
4a30399699a6eec1407c46b218e67bb3,esporte_lazer,1044,1,23,23,22,4,4,313.6,78.4,2017-11-24 22:48:21,2018-04-04 08:54:03,8304,A - Top Performers
015e04445dedbd5da301ef29cbb03f83,cama_mesa_banho,550,2,70,10,40,5,6,313.5,62.7,2017-04-18 10:25:28,2018-07-18 16:58:48,8305,A - Top Performers
63ee501f72520d5ec54cef5fd3a21a20,esporte_lazer,1093,3,20,14,18,6,6,313.4,52.23333333333333,2017-02-16 15:56:11,2018-04-04 15:33:51,8306,A - Top Performers
d6b21712ba181dea6664f1b3e09d650e,esporte_lazer,360,1,18,14,16,5,7,313.02000000000004,52.17000000000001,2018-01-18 14:24:20,2018-03-15 13:22:15,8307,A - Top Performers
ac5e164e2eda939ffa46593f90077f9a,fashion_calcados,400,5,29,12,23,9,15,313.0,31.3,2017-03-04 23:21:49,2017-11-29 18:09:37,8308,A - Top Performers
787049a00ace087394d4183387405ee1,casa_construcao,450,3,100,12,20,6,10,313.0,39.125,2017-11-14 22:00:16,2018-04-16 09:39:24,8308,A - Top Performers
42155695adbe665066ad812855fe523a,eletronicos,200,4,16,6,14,7,9,312.93,44.70428571428572,2017-04-05 15:41:09,2017-12-21 16:30:15,8310,A - Top Performers
65dcea9092da1362310088f4a84db93e,informatica_acessorios,2400,4,60,45,20,1,1,312.9,312.9,2017-06-03 12:03:16,2017-06-03 12:03:16,8311,A - Top Performers
a47674ec5bdc46617bc532a9839390db,climatizacao,1300,5,32,16,22,4,4,312.9,78.225,2017-10-15 20:06:58,2017-11-01 13:44:51,8311,A - Top Performers
5f76bb88bf4410580362879247ef7248,utilidades_domesticas,9700,1,28,26,26,1,1,312.89,312.89,2018-06-13 08:32:19,2018-06-13 08:32:19,8313,A - Top Performers
fa3a067994b6fd52b6ce674ee19a5bdf,utilidades_domesticas,2200,2,89,5,20,1,3,312.6,156.3,2017-08-14 09:28:45,2017-08-14 09:28:45,8314,A - Top Performers
d596ce99ed43dd6fd753b1f6c078417f,esporte_lazer,15000,1,91,14,91,2,2,312.49,156.245,2017-03-01 20:11:11,2018-02-17 16:39:55,8315,A - Top Performers
0c7ec2b24166d57ac38a9db523711782,moveis_decoracao,1900,1,23,50,20,3,5,312.4,78.1,2017-09-19 12:03:02,2018-05-15 16:54:44,8316,A - Top Performers
f1261761d91b574288d60a6390a007b6,cama_mesa_banho,1600,1,45,15,35,3,3,312.0,104.0,2017-02-12 15:08:08,2017-10-03 07:34:54,8317,A - Top Performers
17f6a6d7f6e0334b28d8d026d12db169,beleza_saude,900,2,31,20,20,2,2,312.0,156.0,2017-12-02 23:57:52,2018-08-10 15:55:05,8317,A - Top Performers
29f4b939c9bce7b71f366ba0eef2c4d8,esporte_lazer,1050,1,21,27,21,3,3,312.0,104.0,2017-05-15 14:45:55,2018-02-15 12:31:35,8317,A - Top Performers
0ae935aec15938b92f6667ec2fde2dc2,utilidades_domesticas,900,2,25,10,36,3,5,312.0,78.0,2018-01-27 13:46:31,2018-07-30 14:36:29,8317,A - Top Performers
57f2de7e1c6028c7d38a50cff155c794,esporte_lazer,400,1,40,6,25,8,8,312.0,39.0,2017-09-25 17:54:01,2018-08-22 11:44:50,8317,A - Top Performers
680874c570dad71c0a2844cfbf417054,moveis_decoracao,600,1,25,25,25,4,14,312.0,39.0,2018-01-05 21:33:38,2018-05-07 19:12:47,8317,A - Top Performers
6e649da572cb3e7bd20ef7203d43829c,utilidades_domesticas,2250,1,45,21,26,3,5,312.0,78.0,2018-05-15 14:03:08,2018-07-24 16:03:03,8317,A - Top Performers
9b6537fef0e6b345c644e019dbe8ac1b,casa_construcao,550,1,16,16,16,4,4,312.0,78.0,2018-01-10 20:56:02,2018-06-16 23:35:17,8317,A - Top Performers
261dc97192b478e60fd1318cd0650618,utilidades_domesticas,1200,2,36,15,22,8,8,312.0,39.0,2018-04-20 19:47:03,2018-08-18 17:40:35,8317,A - Top Performers
d9bba71d1d1ad35925593d365a2ab43e,eletronicos,1850,1,56,12,39,6,6,312.0,52.0,2018-01-23 17:56:14,2018-06-12 10:55:06,8317,A - Top Performers
9a290f7a53618827319b1a927f1a62b4,ferramentas_jardim,6325,3,35,35,32,1,1,312.0,312.0,2017-08-19 17:51:46,2017-08-19 17:51:46,8317,A - Top Performers
21ee06f7fd37a6fe4841865339411674,informatica_acessorios,200,4,25,8,20,7,9,312.0,39.0,2018-05-03 13:51:07,2018-07-01 09:24:46,8317,A - Top Performers
f152b09d0630df240acc7c63009e814d,utilidades_domesticas,9950,1,20,50,28,2,2,312.0,156.0,2018-06-22 13:22:45,2018-07-31 16:16:02,8317,A - Top Performers
b8ca27a8b7658a95a8040f0a9489c952,cama_mesa_banho,10300,2,51,21,51,2,2,311.98,155.99,2018-04-23 14:23:32,2018-04-27 11:18:46,8330,A - Top Performers
073b807aaf20e2382efc8ddc07bf7a5b,esporte_lazer,7700,2,59,38,42,1,1,311.95,311.95,2018-03-13 13:46:56,2018-03-13 13:46:56,8331,A - Top Performers
d032d8b0107424eff267d0d1de3b6a80,relogios_presentes,400,1,18,11,14,1,1,311.94,311.94,2017-02-28 13:26:39,2017-02-28 13:26:39,8332,A - Top Performers
88e59749c8b39fd1a9b7458147e0dc62,utilidades_domesticas,4100,2,55,16,30,1,3,311.8,155.9,2018-06-17 11:03:15,2018-06-17 11:03:15,8333,A - Top Performers
b40fe421bacf70aea142a25d3ac7737b,construcao_ferramentas_construcao,1150,6,25,25,25,1,6,311.70000000000005,103.90000000000002,2018-05-17 17:57:24,2018-05-17 17:57:24,8334,A - Top Performers
44dcb08478450d530b70de0c5c7c5f4a,,1450,,40,20,20,3,3,311.70000000000005,103.90000000000002,2017-11-04 11:48:43,2018-03-14 14:45:18,8334,A - Top Performers
04ca6bf4b3d9aa78046f0973efe2f4b1,sinalizacao_e_seguranca,750,8,16,20,16,4,4,311.6,77.9,2018-05-06 19:35:03,2018-08-07 10:12:20,8336,A - Top Performers
06bb6e704f99920f51dbbb0559187d98,cool_stuff,700,1,21,18,23,2,2,311.58000000000004,155.79000000000002,2018-04-07 08:28:23,2018-05-14 09:33:57,8337,A - Top Performers
55afdf91178e38185fa461b5ca028a57,beleza_saude,500,1,16,19,15,2,2,311.53,155.765,2017-04-11 14:10:19,2017-11-23 11:13:49,8338,A - Top Performers
9766505cde62429c3629bb6411cd9dc4,ferramentas_jardim,900,1,24,13,18,5,9,311.29999999999995,44.47142857142857,2018-03-04 15:13:34,2018-08-06 01:16:56,8339,A - Top Performers
bfddb6c856f2b1dc2c2aee34842c31b6,casa_construcao,5150,4,40,30,30,1,1,311.25,311.25,2017-11-19 13:22:44,2017-11-19 13:22:44,8340,A - Top Performers
6cbe4bd19efc4606eb2a9448a47e232e,consoles_games,300,8,30,20,20,7,9,311.2,38.9,2018-01-15 14:43:53,2018-04-02 20:04:30,8341,A - Top Performers
9b79fa6654cc0c0440fa9a1f52d2f248,perfumaria,600,2,19,9,14,2,2,311.19,155.595,2017-05-09 13:21:53,2017-07-26 10:05:21,8342,A - Top Performers
9257d3f01cd400076c63470f92434c7e,cool_stuff,500,3,16,11,11,9,9,311.1,34.56666666666667,2017-11-30 11:03:16,2018-05-18 10:33:52,8343,A - Top Performers
72031b4bf33aa4f09c67e884dea3873c,consoles_games,800,3,26,17,26,2,2,311.06,155.53,2017-11-05 11:56:00,2017-12-19 13:20:41,8344,A - Top Performers
